6.1902776,6.112509,6.054191,6.023403,6.009583,6.013991,6.0409465,6.0609765,6.0844545,6.113061,6.167202,6.2759943,6.4153385,6.5505743,6.640136,6.688004,6.653717,6.5124717,6.1940904,5.6719384,5.461996,5.144501,5.2418084,5.220303,5.4077086,5.6628747,5.689985,5.0631447,4.4477897,4.371368,4.189844,5.736771,6.0338445,5.7630258,5.612412,4.976456,4.786479,5.4829655,5.49188,5.0526943,4.7883916,5.840891,6.7886496,7.211248,7.8013287,7.933782,7.6865816,7.4040895,7.291219,7.3694415,7.504833,7.6153755,7.778074,7.864315,7.872181,7.7618966,7.620033,7.5285482,7.5127745,7.2970195,7.1218486,7.1619306,7.260011,7.2548866,7.219109,7.173962,6.931451,6.6340275,6.5536532,6.586518,6.315103,6.2903833,6.388685,6.325867,6.2306094,6.5727158,6.696139,6.735334,6.843962,6.8518677,6.889478,7.0671287,7.2349806,7.339623,7.3466835,7.3338857,7.409563,7.5138516,7.5540824,7.5795813,7.6178246,7.6006904,7.5751686,7.5570135
6.1507416,6.063328,5.9841433,5.9314933,5.9081063,5.917762,5.9603934,5.9974675,6.027324,6.0792875,6.1549215,6.271924,6.459597,6.6787515,6.832009,6.935372,6.8974266,6.7731266,6.4451447,5.791031,5.377991,5.1883807,5.335165,5.4488406,5.645583,5.7131486,5.466639,4.7289176,4.4400153,4.2375126,5.0854697,6.1731343,5.9565315,5.5980597,4.6527658,4.333837,4.746899,5.6209283,5.562555,5.0774326,4.9277997,5.9440513,6.591384,6.991195,7.54296,7.886149,7.7675505,7.5136504,7.391236,7.4866405,7.568526,7.587986,7.7409925,7.896335,7.9570603,7.8450513,7.6840353,7.58048,7.510202,7.2880692,7.2092633,7.2615385,7.2990613,7.209192,7.0603776,6.9350963,6.674264,6.4243164,6.299891,6.271405,6.0516286,6.1246495,6.2554955,6.228091,6.1766715,6.428414,6.5347424,6.615859,6.6782904,6.666161,6.7198772,6.897103,7.062863,7.1685033,7.1862593,7.1602044,7.2505097,7.3504744,7.3814154,7.410171,7.450476,7.489706,7.449205,7.408351
6.1380725,6.0519547,5.9612317,5.88506,5.8465853,5.835148,5.8522954,5.8912535,5.9557014,6.030625,6.112568,6.236477,6.430119,6.6806364,6.9028387,7.07824,7.109566,6.9940615,6.624407,5.908006,5.342443,5.4714193,5.5439167,5.746896,5.8221226,5.5505776,5.1856956,4.863931,4.53335,4.776693,5.982932,6.5269356,6.359869,5.896826,4.574168,4.489911,5.1547184,5.5836706,5.21575,4.9362173,5.252233,5.874855,6.2925153,6.659852,7.3069167,7.8532877,7.851972,7.6732035,7.6269994,7.65072,7.640908,7.6027837,7.7084394,7.898368,7.969565,7.824822,7.621275,7.517876,7.50585,7.341989,7.340266,7.3860765,7.335833,7.1675506,6.941434,6.756383,6.55828,6.420989,6.258451,6.069569,5.8811884,6.010328,6.1864567,6.249485,6.263095,6.386755,6.4435005,6.5503473,6.58014,6.5902653,6.6178913,6.762116,6.9419703,7.0696864,7.109741,7.095539,7.1455483,7.1969566,7.1832924,7.179706,7.224739,7.327384,7.3430066,7.313873
6.151856,6.0847945,6.003086,5.9121637,5.8575606,5.8090005,5.7768264,5.7739635,5.8351965,5.936937,6.0309577,6.170466,6.3972254,6.6901803,6.973369,7.235204,7.2693267,7.140235,6.6636286,6.1149473,5.756808,5.585846,6.153341,6.026067,5.6473618,5.132762,4.9023385,4.7905397,4.546793,5.786662,6.689703,6.424305,6.0523214,5.449804,4.6954374,4.3029027,4.306493,4.4025664,4.5939317,4.696787,5.2003117,5.9043703,6.1024976,6.5002294,7.261684,7.835598,7.9135475,7.813529,7.8179455,7.7893705,7.711208,7.6705,7.7416196,7.8916144,7.8931947,7.6628623,7.4127803,7.316799,7.411561,7.4120297,7.432113,7.4609466,7.3302937,7.0899363,6.8351855,6.639781,6.451192,6.3275747,6.1706505,5.904557,5.8874054,5.973441,6.145317,6.3273687,6.3347025,6.4072027,6.4281354,6.491863,6.5004077,6.5359917,6.5706143,6.6381464,6.7875214,6.9557242,7.075972,7.112507,7.132678,7.1457777,7.108017,7.07333,7.0532155,7.1171646,7.188291,7.2075152
6.1909447,6.153449,6.091295,5.9931583,5.9185863,5.8508024,5.7843103,5.7499695,5.7700777,5.845576,5.934279,6.08749,6.3345666,6.6476054,6.9632516,7.2158637,7.3397436,7.152849,6.5294123,6.3109574,6.0252867,6.4514937,6.2646627,5.9812427,5.2678986,4.7928042,4.5775337,4.5184073,4.995486,6.78104,7.1820555,6.39065,5.7814445,5.159668,4.7398124,4.6452365,4.2264733,4.1421037,4.516044,4.856667,5.533351,5.9372187,6.1610575,6.463776,7.154618,7.762666,7.9335494,7.908435,7.8764534,7.8150387,7.7366767,7.73908,7.7770357,7.842728,7.7440457,7.4605694,7.1999264,7.102509,7.212916,7.3705764,7.454022,7.4949675,7.3056917,7.0087805,6.7686243,6.5497684,6.3080487,6.231735,6.081454,5.9219594,6.0172634,6.13575,6.223163,6.3815336,6.3175445,6.3435736,6.3864365,6.432402,6.4483085,6.4685016,6.508228,6.538778,6.588174,6.777937,7.0133963,7.1105995,7.1645803,7.173983,7.146308,7.0547576,6.9772477,6.932092,6.9755535,7.038808
6.259118,6.2457304,6.19414,6.1098785,6.021557,5.931474,5.845765,5.789967,5.77146,5.8054543,5.8811913,6.0155125,6.266306,6.603111,6.9627876,7.240238,7.1497793,6.986321,6.358529,6.435752,6.2277184,6.8404536,6.383972,5.626052,5.043617,4.6605983,4.497108,4.6294646,5.754877,7.3923883,6.8211007,6.304869,5.9392285,5.5440917,5.1577935,5.012747,5.2473817,4.674929,4.9303026,5.398005,5.816009,6.100187,6.330928,6.454898,6.931002,7.5905156,7.801619,7.860607,7.852899,7.8047733,7.7606053,7.76235,7.739758,7.7228537,7.6017075,7.348602,7.158619,7.059199,7.0726447,7.270734,7.460655,7.4938025,7.2593727,6.9555016,6.738911,6.441434,6.1258793,6.1478505,5.9882865,5.9341445,6.050245,6.206167,6.389968,6.380223,6.2668595,6.242073,6.2975526,6.359546,6.3932896,6.40507,6.4317465,6.4580574,6.4586535,6.553308,6.8329425,7.0415225,7.15423,7.2138996,7.1744466,7.0564547,6.972581,6.8763914,6.864432,6.917317
6.327325,6.336408,6.299644,6.234604,6.1461754,6.049098,5.9454317,5.8721747,5.827439,5.8347907,5.859553,5.9372277,6.1769385,6.5052614,6.844552,6.946953,6.729661,6.8602185,6.651686,6.9500785,7.066591,6.3847203,6.026657,5.4386454,5.099559,4.742468,4.610096,5.252475,6.34047,7.2116413,6.5722275,6.0578523,6.070452,6.205016,5.905254,5.228756,5.399525,5.0968466,5.4564695,5.926755,5.951874,6.030906,6.235197,6.441377,6.801986,7.3057704,7.5297117,7.6438746,7.7262535,7.7044363,7.7122083,7.718456,7.675707,7.640137,7.534008,7.3257575,7.200285,7.168217,7.175483,7.3305917,7.529032,7.4950385,7.2128186,6.9173303,6.6824784,6.3196874,6.0405397,6.1038027,5.908456,5.8261275,6.0234137,6.2779274,6.4457226,6.3460526,6.2163186,6.1640096,6.1937995,6.248505,6.284456,6.2809367,6.2724814,6.332726,6.380698,6.4608526,6.6136074,6.8978314,7.0890822,7.189617,7.139994,7.043471,6.9732757,6.9009337,6.8830056,6.91415
6.3877716,6.386326,6.377833,6.3498926,6.291658,6.2010736,6.073879,5.969952,5.901651,5.8964095,5.9226894,5.9290023,6.124688,6.4613576,6.8223944,7.0551662,6.7993064,7.0459237,6.91821,7.207743,7.288402,6.4892683,5.632041,5.597836,5.2548475,5.1458287,5.1468573,5.828868,6.968557,7.2756596,6.5878263,5.7004924,6.0332923,6.5714517,6.3312035,5.2799916,5.150676,5.419425,6.0185766,6.054877,5.878417,5.902978,6.1852627,6.4796777,6.784101,7.02527,7.1949873,7.3247724,7.49104,7.4959416,7.566822,7.6625404,7.660508,7.607743,7.4581404,7.2699857,7.222037,7.306685,7.431682,7.5197515,7.5998273,7.4954457,7.1890044,6.879668,6.5762706,6.1909833,6.047044,6.0052032,5.686805,5.712785,5.887961,6.4155574,6.3682,6.2795477,6.1595216,6.145226,6.138633,6.1573257,6.1940274,6.2056093,6.17869,6.2108455,6.292549,6.4280157,6.5780582,6.7732987,6.9547853,7.101739,7.0953894,7.0333643,6.9690423,6.919644,6.945663,6.9827366
6.479606,6.4748034,6.472622,6.4621706,6.425228,6.3526917,6.2222953,6.0940857,5.9938145,5.947509,5.8886404,5.974867,6.1765237,6.404674,6.6631346,6.699961,6.934075,7.724834,7.285295,7.0603204,6.916422,6.4702477,6.009184,5.88989,5.1567082,4.9568586,5.273186,5.9736814,7.3080034,7.7669544,6.6493087,5.4385567,5.630037,6.326456,5.866395,4.938016,5.8039536,6.522809,6.4089932,5.9637475,5.8043127,5.9463067,6.3080935,6.609133,6.8336077,6.9556537,6.94278,6.975707,7.265785,7.369158,7.364486,7.5102954,7.5894356,7.566012,7.3243093,7.058917,7.0935946,7.305374,7.5519433,7.5963035,7.598481,7.4254127,7.140761,6.8634624,6.497046,6.120028,5.9837713,5.570182,5.1784844,5.42908,5.423967,6.2839003,6.3329935,6.2673707,6.176584,6.1926165,6.149552,6.108957,6.136348,6.175441,6.1607766,6.181204,6.272566,6.423298,6.58877,6.695081,6.771264,6.949091,7.032603,7.026878,7.004393,6.981623,6.9857554,7.038559
6.620919,6.633922,6.6366715,6.6252,6.5907288,6.5339875,6.403658,6.2569323,6.123395,6.016961,5.9559164,6.0507603,6.2496343,6.3265734,6.3984885,6.5823793,7.550107,8.185552,7.677581,7.068374,6.74444,7.0550766,6.9325385,6.436596,5.55154,5.072341,5.5270395,6.6692634,7.425898,7.5771484,6.494163,5.673868,5.3275213,5.2947893,5.319472,5.032036,6.0158668,6.525479,6.3012853,6.313374,6.344222,6.48518,6.8217854,6.9874444,6.912113,7.0245104,6.999471,6.7967787,6.8680434,6.872946,7.0086966,7.3143272,7.4358945,7.489576,7.075805,6.69472,6.9362397,7.2770295,7.6127324,7.6253395,7.487829,7.3312125,7.0799966,6.7887077,6.2272124,5.690328,5.443308,4.9120927,4.6493,4.749732,4.877566,6.1684713,6.385084,6.3344154,6.2311087,6.183964,6.167512,6.156558,6.139015,6.1314793,6.1976867,6.2720604,6.334694,6.4414873,6.574007,6.640897,6.671671,6.749111,6.939756,7.072829,7.1288137,7.116232,7.0394363,7.0834584
